type,Mã trạm/LakeCode,Trạm/Hồ,Tên sông/Lưu vực,Tên tỉnh,Thời gian (UTC),Mực nước (m),Cảnh báo/Xu thế,Cảnh báo value (0-4),Chênh lệch cảnh báo (m),BĐ1 (m),BĐ2 (m),BĐ3 (m),Mực nước lịch sử (m),Năm lũ lịch sử,x,y,Dung tích (m3),Dung tích TK (m3),Tỷ lệ dung tích (%),Q đến (m3/s),Q xả (m3/s),Mực nước BT (m),Mực nước GC (m),Mã Cảnh báo,province_code,basin_code
Lake,9CBE33CD-5CFB-4CB9-BAEB-59147A825DF0,Ayun Hạ,Ba,Gia Lai,2025-11-13 19:00,202.61,Xuong,,,,,,,,108.230063,13.637508,207.13002,200.0,103.56501,54.66,79.49,205.15,209.92,01,64,01
Lake,9CBE33CD-5CFB-4CB9-BAEB-59147A825DF0,Ayun Hạ,Ba,Gia Lai,2025-11-14 19:00,202.54,BinhThuong,,,,,,,,108.230063,13.637508,204.819778,200.0,102.409889,41.8,11.62,205.15,209.92,01,64,01
Lake,9CBE33CD-5CFB-4CB9-BAEB-59147A825DF0,Ayun Hạ,Ba,Gia Lai,2025-11-15 19:00,202.65,Len,,,,,,,,108.230063,13.637508,208.4498,200.0,104.2249,93.9,11.79,205.15,209.92,01,64,01
Lake,9CBE33CD-5CFB-4CB9-BAEB-59147A825DF0,Ayun Hạ,Ba,Gia Lai,2025-11-16 19:00,202.65,Len,,,,,,,,108.230063,13.637508,208.4498,200.0,104.2249,122.78,55.95,205.15,209.92,01,64,01
Lake,9CBE33CD-5CFB-4CB9-BAEB-59147A825DF0,Ayun Hạ,Ba,Gia Lai,2025-11-17 19:00,202.97,Len,,,,,,,,108.230063,13.637508,219.01004,200.0,109.50502,201.19,119.08,205.15,209.92,01,64,01
Lake,9CBE33CD-5CFB-4CB9-BAEB-59147A825DF0,Ayun Hạ,Ba,Gia Lai,2025-11-18 19:00,203.07,Len,,,,,,,,108.230063,13.637508,222.310242,200.0,111.155121,200.94,118.83,205.15,209.92,01,64,01
Lake,9CBE33CD-5CFB-4CB9-BAEB-59147A825DF0,Ayun Hạ,Ba,Gia Lai,2025-11-19 07:00,203.2,Len,,,,,,,,108.230063,13.637508,226.5999,200.0,113.29995,338.81,134.48,205.15,209.92,01,64,01
Lake,73bb8be6-bbd6-4042-8360-30abdced336a,Ia MLá,Ba,Gia Lai,2025-11-13 23:55,212.989,Xuong,,,,,,,,108.78018371035715,13.297809787494792,46.4608345,48.64,95.52,6.56,3.22,215.0,215.9,01,64,01
Lake,73bb8be6-bbd6-4042-8360-30abdced336a,Ia MLá,Ba,Gia Lai,2025-11-14 23:55,213.015,Xuong,,,,,,,,108.78018371035715,13.297809787494792,46.5559464,48.64,95.72,6.81,0.0,215.0,215.9,01,64,01
Lake,73bb8be6-bbd6-4042-8360-30abdced336a,Ia MLá,Ba,Gia Lai,2025-11-15 23:55,213.045,BinhThuong,,,,,,,,108.78018371035715,13.297809787494792,46.6678429,48.64,95.95,6.02,4.2,215.0,215.9,01,64,01
Lake,73bb8be6-bbd6-4042-8360-30abdced336a,Ia MLá,Ba,Gia Lai,2025-11-16 23:55,212.667,Xuong,,,,,,,,108.78018371035715,13.297809787494792,45.3145447,48.64,93.16,25.27,68.83,215.0,215.9,01,64,01
Lake,73bb8be6-bbd6-4042-8360-30abdced336a,Ia MLá,Ba,Gia Lai,2025-11-17 23:55,212.371,Xuong,,,,,,,,108.78018371035715,13.297809787494792,44.2607651,48.64,91.0,15.1,13.6,215.0,215.9,01,64,01
Lake,73bb8be6-bbd6-4042-8360-30abdced336a,Ia MLá,Ba,Gia Lai,2025-11-18 23:55,214.104,Len,,,,,,,,108.78018371035715,13.297809787494792,50.6408157,48.64,104.113518,384.27,150.78,215.0,215.9,01,64,01
Lake,73bb8be6-bbd6-4042-8360-30abdced336a,Ia MLá,Ba,Gia Lai,2025-11-19 10:45,215.37,Xuong,,,,,,,,108.78018371035715,13.297809787494792,55.730278,48.64,114.58,527.18,565.34,215.0,215.9,03,64,01
Lake,4AB3F3C8-D7F4-44AA-897C-E93BDCFA1DCC,Kanak,Ba,Gia Lai,2025-11-13 13:00,512.41,Len,,,,,,,,108.4958743195198,14.282291761568924,273.128357,313.7,87.07,,150.0,515.0,,01,64,01
Lake,4AB3F3C8-D7F4-44AA-897C-E93BDCFA1DCC,Kanak,Ba,Gia Lai,2025-11-14 17:00,512.59,BinhThuong,,,,,,,,108.4958743195198,14.282291761568924,275.9516,313.7,87.97,,150.0,515.0,,01,64,01
Lake,4AB3F3C8-D7F4-44AA-897C-E93BDCFA1DCC,Kanak,Ba,Gia Lai,2025-11-15 17:00,512.66,BinhThuong,,,,,,,,108.4958743195198,14.282291761568924,277.04837,313.7,88.32,,150.0,515.0,,01,64,01
Lake,4AB3F3C8-D7F4-44AA-897C-E93BDCFA1DCC,Kanak,Ba,Gia Lai,2025-11-16 23:00,514.11,Len,,,,,,,,108.4958743195198,14.282291761568924,299.784546,313.7,95.56,,27.04,515.0,,01,64,01
Lake,4AB3F3C8-D7F4-44AA-897C-E93BDCFA1DCC,Kanak,Ba,Gia Lai,2025-11-17 23:00,514.98,BinhThuong,,,,,,,,108.4958743195198,14.282291761568924,313.4261,313.7,99.91,,180.0,515.0,,01,64,01
Lake,4AB3F3C8-D7F4-44AA-897C-E93BDCFA1DCC,Kanak,Ba,Gia Lai,2025-11-18 23:00,515.0,BinhThuong,,,,,,,,108.4958743195198,14.282291761568924,313.74,313.7,100.01,,450.0,515.0,,01,64,01
Lake,4AB3F3C8-D7F4-44AA-897C-E93BDCFA1DCC,Kanak,Ba,Gia Lai,2025-11-19 10:00,514.99,BinhThuong,,,,,,,,108.4958743195198,14.282291761568924,313.583038,313.7,99.96,,400.0,515.0,,01,64,01
Lake,7D5B7DB0-D64A-4A36-BD4E-54A95CA62E9D,Sông Ba Hạ,Ba,Đắk Lắk,2025-11-13 20:00,104.79,BinhThuong,,,,,,,,108.89860571809233,13.023980033712725,339.870453,349.7,97.19,,300.0,105.0,105.96,01,54,01
Lake,7D5B7DB0-D64A-4A36-BD4E-54A95CA62E9D,Sông Ba Hạ,Ba,Đắk Lắk,2025-11-14 23:00,104.34,Xuong,,,,,,,,108.89860571809233,13.023980033712725,318.828217,349.7,91.17,,300.0,105.0,105.96,01,54,01
Lake,7D5B7DB0-D64A-4A36-BD4E-54A95CA62E9D,Sông Ba Hạ,Ba,Đắk Lắk,2025-11-15 21:00,103.43,Xuong,,,,,,,,108.89860571809233,13.023980033712725,276.2768,349.7,79.0,,600.0,105.0,105.96,01,54,01
Lake,7D5B7DB0-D64A-4A36-BD4E-54A95CA62E9D,Sông Ba Hạ,Ba,Đắk Lắk,2025-11-16 23:00,103.0,BinhThuong,,,,,,,,108.89860571809233,13.023980033712725,256.17,349.7,73.25,,2000.0,105.0,105.96,01,54,01
Lake,7D5B7DB0-D64A-4A36-BD4E-54A95CA62E9D,Sông Ba Hạ,Ba,Đắk Lắk,2025-11-17 23:00,103.0,BinhThuong,,,,,,,,108.89860571809233,13.023980033712725,256.17,349.7,73.25,,2500.0,105.0,105.96,01,54,01
Lake,7D5B7DB0-D64A-4A36-BD4E-54A95CA62E9D,Sông Ba Hạ,Ba,Đắk Lắk,2025-11-18 23:00,103.67,Len,,,,,,,,108.89860571809233,13.023980033712725,287.4991,349.7,82.21,,5400.0,105.0,105.96,01,54,01
Lake,7D5B7DB0-D64A-4A36-BD4E-54A95CA62E9D,Sông Ba Hạ,Ba,Đắk Lắk,2025-11-19 10:00,104.99,BinhThuong,,,,,,,,108.89860571809233,13.023980033712725,349.2223,349.7,99.86,,10800.0,105.0,105.96,01,54,01
Lake,D0C28BB9-FE47-4BC2-B0DB-445038C1D1C5,Sông Hinh,Ba,Đắk Lắk,2025-11-13 19:00,205.63,BinhThuong,,,,,,,,108.9658325275859,12.881268988998505,23.756,357.0,6.65,80.0,0.0,209.0,,01,54,04
Lake,D0C28BB9-FE47-4BC2-B0DB-445038C1D1C5,Sông Hinh,Ba,Đắk Lắk,2025-11-14 19:00,205.64,Len,,,,,,,,108.9658325275859,12.881268988998505,236.069,357.0,66.13,80.0,0.0,209.0,,01,54,04
Lake,D0C28BB9-FE47-4BC2-B0DB-445038C1D1C5,Sông Hinh,Ba,Đắk Lắk,2025-11-15 19:00,205.643,Xuong,,,,,,,,108.9658325275859,12.881268988998505,236.069,357.0,66.13,80.0,0.0,209.0,,01,54,04
Lake,D0C28BB9-FE47-4BC2-B0DB-445038C1D1C5,Sông Hinh,Ba,Đắk Lắk,2025-11-16 19:00,205.704,Len,,,,,,,,108.9658325275859,12.881268988998505,241.1408,357.0,67.55,80.0,20.0,209.0,,01,54,04
Lake,D0C28BB9-FE47-4BC2-B0DB-445038C1D1C5,Sông Hinh,Ba,Đắk Lắk,2025-11-17 19:00,206.285,Len,,,,,,,,108.9658325275859,12.881268988998505,257.194,357.0,72.04,167.0,20.0,209.0,,01,54,04
Lake,D0C28BB9-FE47-4BC2-B0DB-445038C1D1C5,Sông Hinh,Ba,Đắk Lắk,2025-11-18 21:00,207.62,Len,,,,,,,,108.9658325275859,12.881268988998505,311.741577,357.0,87.32,1971.0,800.0,209.0,,01,54,04
Lake,D0C28BB9-FE47-4BC2-B0DB-445038C1D1C5,Sông Hinh,Ba,Đắk Lắk,2025-11-19 09:00,208.402,Len,,,,,,,,108.9658325275859,12.881268988998505,340.556641,357.0,95.39,1124.0,300.0,209.0,,01,54,04
Lake,1D320527-2DC9-4C79-A00B-EBB16D44F735,Bình Điền,Hương - Bồ,TP. Huế,2025-11-13 23:00,80.27,Xuong,,,,,,,,,,348.558075,423.68,82.27,,185.0,85.0,,01,46,06
Lake,1D320527-2DC9-4C79-A00B-EBB16D44F735,Bình Điền,Hương - Bồ,TP. Huế,2025-11-14 23:00,79.17,Xuong,,,,,,,,,,332.925537,423.68,78.58,,345.0,85.0,,01,46,06
Lake,1D320527-2DC9-4C79-A00B-EBB16D44F735,Bình Điền,Hương - Bồ,TP. Huế,2025-11-15 23:00,77.92,Xuong,,,,,,,,,,315.8405,423.68,74.55,,159.0,85.0,,01,46,06
Lake,1D320527-2DC9-4C79-A00B-EBB16D44F735,Bình Điền,Hương - Bồ,TP. Huế,2025-11-16 23:00,80.05,Len,,,,,,,,,,345.064148,423.68,81.44,,984.0,85.0,,01,46,06
Lake,1D320527-2DC9-4C79-A00B-EBB16D44F735,Bình Điền,Hương - Bồ,TP. Huế,2025-11-17 23:00,81.23,Len,,,,,,,,,,363.8049,423.68,85.87,,1442.0,85.0,,01,46,06
Lake,1D320527-2DC9-4C79-A00B-EBB16D44F735,Bình Điền,Hương - Bồ,TP. Huế,2025-11-18 23:00,82.57,Len,,,,,,,,,,385.086731,423.68,90.89,,208.0,85.0,,01,46,06
Lake,1D320527-2DC9-4C79-A00B-EBB16D44F735,Bình Điền,Hương - Bồ,TP. Huế,2025-11-19 10:00,83.17,BinhThuong,,,,,,,,,,394.6159,423.68,93.14,,480.0,85.0,,01,46,06
Lake,A11984FB-8CAD-44D7-BF9E-A0E881483E47,Hương Điền,Hương - Bồ,TP. Huế,2025-11-13 23:00,55.11,Xuong,,,,,,,,107.398152181731,16.4215259927713,724.103,820.66,88.23,,400.0,58.0,,01,46,06
Lake,A11984FB-8CAD-44D7-BF9E-A0E881483E47,Hương Điền,Hương - Bồ,TP. Huế,2025-11-14 23:00,54.05,Xuong,,,,,,,,107.398152181731,16.4215259927713,692.275,820.66,84.36,,384.0,58.0,,01,46,06
Lake,A11984FB-8CAD-44D7-BF9E-A0E881483E47,Hương Điền,Hương - Bồ,TP. Huế,2025-11-15 23:00,53.23,Xuong,,,,,,,,107.398152181731,16.4215259927713,668.104,820.66,81.41,,54.0,58.0,,01,46,06
Lake,A11984FB-8CAD-44D7-BF9E-A0E881483E47,Hương Điền,Hương - Bồ,TP. Huế,2025-11-16 23:00,55.0,Len,,,,,,,,107.398152181731,16.4215259927713,720.48,820.66,87.79,,1476.0,58.0,,01,46,06
Lake,A11984FB-8CAD-44D7-BF9E-A0E881483E47,Hương Điền,Hương - Bồ,TP. Huế,2025-11-17 23:00,56.43,Xuong,,,,,,,,107.398152181731,16.4215259927713,768.233,820.66,93.61,,1782.0,58.0,,01,46,06
Lake,A11984FB-8CAD-44D7-BF9E-A0E881483E47,Hương Điền,Hương - Bồ,TP. Huế,2025-11-18 23:00,56.9,Len,,,,,,,,107.398152181731,16.4215259927713,783.962,820.66,95.53,,315.0,58.0,,01,46,06
Lake,A11984FB-8CAD-44D7-BF9E-A0E881483E47,Hương Điền,Hương - Bồ,TP. Huế,2025-11-19 08:00,57.54,Len,,,,,,,,107.398152181731,16.4215259927713,805.167,820.66,98.11,,423.0,58.0,,01,46,06
Lake,fd622826-9f2e-4130-8995-1654bac81895,Tả Trạch,Hương - Bồ,TP. Huế,2025-11-13 23:55,40.652,Xuong,,,,,,,,107.63576850083182,16.28929281014457,327.581543,420.03,77.99,1.26381767,,45.0,53.07,01,46,06
Lake,fd622826-9f2e-4130-8995-1654bac81895,Tả Trạch,Hương - Bồ,TP. Huế,2025-11-14 23:55,39.647,Xuong,,,,,,,,107.63576850083182,16.28929281014457,307.366,420.03,73.18,159.2521,466.93,45.0,53.07,01,46,06
Lake,fd622826-9f2e-4130-8995-1654bac81895,Tả Trạch,Hương - Bồ,TP. Huế,2025-11-15 23:55,38.789,Xuong,,,,,,,,107.63576850083182,16.28929281014457,291.922028,420.03,69.5,175.041992,286.23,45.0,53.07,01,46,06
Lake,fd622826-9f2e-4130-8995-1654bac81895,Tả Trạch,Hương - Bồ,TP. Huế,2025-11-16 23:55,39.792,Len,,,,,,,,107.63576850083182,16.28929281014457,309.976,420.03,73.8,890.6079,420.91,45.0,53.07,01,46,06
Lake,fd622826-9f2e-4130-8995-1654bac81895,Tả Trạch,Hương - Bồ,TP. Huế,2025-11-17 23:55,40.892,Len,,,,,,,,107.63576850083182,16.28929281014457,332.6839,420.03,79.2,817.0152,602.04,45.0,53.07,01,46,06
Lake,fd622826-9f2e-4130-8995-1654bac81895,Tả Trạch,Hương - Bồ,TP. Huế,2025-11-18 23:55,41.841,Len,,,,,,,,107.63576850083182,16.28929281014457,352.85965,420.03,84.01,591.3987,390.3,45.0,53.07,01,46,06
Lake,fd622826-9f2e-4130-8995-1654bac81895,Tả Trạch,Hương - Bồ,TP. Huế,2025-11-19 10:45,42.148,Len,,,,,,,,107.63576850083182,16.28929281014457,359.387939,420.03,85.56,614.4554,385.73,45.0,53.07,01,46,06
Lake,062A7CF0-46F3-4E99-8BCD-040CEF304344,Thuận Ninh,Kôn - Hà Thanh,Gia Lai,2025-11-13 07:00,65.002,Len,,,,,,,,108.91479184835295,14.016780098537918,22.418,35.36,63.4,3.97,0.0,68.0,,01,52,02
Lake,062A7CF0-46F3-4E99-8BCD-040CEF304344,Thuận Ninh,Kôn - Hà Thanh,Gia Lai,2025-11-14 07:00,65.09,Len,,,,,,,,108.91479184835295,14.016780098537918,22.748,35.36,64.33,3.82,0.0,68.0,,01,52,02
Lake,062A7CF0-46F3-4E99-8BCD-040CEF304344,Thuận Ninh,Kôn - Hà Thanh,Gia Lai,2025-11-15 07:00,65.156,Len,,,,,,,,108.91479184835295,14.016780098537918,22.997,35.36,65.04,2.88,0.0,68.0,,01,52,02
Lake,062A7CF0-46F3-4E99-8BCD-040CEF304344,Thuận Ninh,Kôn - Hà Thanh,Gia Lai,2025-11-16 07:00,65.23,Len,,,,,,,,108.91479184835295,14.016780098537918,23.275,35.36,65.82,3.04,0.0,68.0,,01,52,02
Lake,062A7CF0-46F3-4E99-8BCD-040CEF304344,Thuận Ninh,Kôn - Hà Thanh,Gia Lai,2025-11-17 07:00,65.551,Len,,,,,,,,108.91479184835295,14.016780098537918,24.482,35.36,69.24,13.97,0.0,68.0,,01,52,02
Lake,062A7CF0-46F3-4E99-8BCD-040CEF304344,Thuận Ninh,Kôn - Hà Thanh,Gia Lai,2025-11-18 07:00,66.23,Len,,,,,,,,108.91479184835295,14.016780098537918,27.245,35.36,77.05,38.89,0.0,68.0,,01,52,02
Lake,062A7CF0-46F3-4E99-8BCD-040CEF304344,Thuận Ninh,Kôn - Hà Thanh,Gia Lai,2025-11-19 07:00,67.2,Len,,,,,,,,108.91479184835295,14.016780098537918,31.684,35.36,89.6,127.78,26.04,68.0,,01,52,02
Lake,9BFF6E76-94E2-4233-B659-258D74A1295F,Trà Xom,Kôn - Hà Thanh,Gia Lai,2025-11-13 19:00,666.22,Len,,,,,,,,108.68348759256405,14.30076530390785,34.58,39.5,87.54,15.49,5.27,668.0,668.72,01,52,02
Lake,9BFF6E76-94E2-4233-B659-258D74A1295F,Trà Xom,Kôn - Hà Thanh,Gia Lai,2025-11-14 19:00,666.17,Xuong,,,,,,,,108.68348759256405,14.30076530390785,34.44,39.5,87.19,7.96,5.27,668.0,668.72,01,52,02
Lake,9BFF6E76-94E2-4233-B659-258D74A1295F,Trà Xom,Kôn - Hà Thanh,Gia Lai,2025-11-15 19:00,666.17,Len,,,,,,,,108.68348759256405,14.30076530390785,34.44,39.5,87.19,9.64,0.0,668.0,668.72,01,52,02
Lake,9BFF6E76-94E2-4233-B659-258D74A1295F,Trà Xom,Kôn - Hà Thanh,Gia Lai,2025-11-16 22:00,666.69,Xuong,,,,,,,,108.68348759256405,14.30076530390785,35.88,39.5,90.84,33.64,21.12,668.0,668.72,01,52,02
Lake,9BFF6E76-94E2-4233-B659-258D74A1295F,Trà Xom,Kôn - Hà Thanh,Gia Lai,2025-11-17 22:00,666.48,Xuong,,,,,,,,108.68348759256405,14.30076530390785,35.3,39.5,89.37,57.63,47.5,668.0,668.72,01,52,02
Lake,9BFF6E76-94E2-4233-B659-258D74A1295F,Trà Xom,Kôn - Hà Thanh,Gia Lai,2025-11-18 22:00,666.19,Xuong,,,,,,,,108.68348759256405,14.30076530390785,34.5,39.5,87.34,59.82,47.5,668.0,668.72,01,52,02
Lake,9BFF6E76-94E2-4233-B659-258D74A1295F,Trà Xom,Kôn - Hà Thanh,Gia Lai,2025-11-19 10:00,666.13,Len,,,,,,,,108.68348759256405,14.30076530390785,34.33,39.5,86.91,78.26,47.5,668.0,668.72,01,52,02
Lake,c9a8c4ca-f1bb-467f-82c4-0999294af8fc,Định Bình,Kôn - Hà Thanh,Gia Lai,2025-11-13 23:55,81.54,Xuong,,,,,,,,108.76481494105249,14.204366335936298,112.270531,226.13,49.65,88.0,0.0,91.93,,01,52,02
Lake,c9a8c4ca-f1bb-467f-82c4-0999294af8fc,Định Bình,Kôn - Hà Thanh,Gia Lai,2025-11-14 23:55,81.49,Xuong,,,,,,,,108.76481494105249,14.204366335936298,111.8036,226.13,49.44,24.5,0.0,91.93,,01,52,02
Lake,c9a8c4ca-f1bb-467f-82c4-0999294af8fc,Định Bình,Kôn - Hà Thanh,Gia Lai,2025-11-15 23:55,80.98,Xuong,,,,,,,,108.76481494105249,14.204366335936298,107.041275,226.13,47.34,124.0,0.0,91.93,,01,52,02
Lake,c9a8c4ca-f1bb-467f-82c4-0999294af8fc,Định Bình,Kôn - Hà Thanh,Gia Lai,2025-11-16 23:55,79.63,Xuong,,,,,,,,108.76481494105249,14.204366335936298,95.1875,226.13,42.09,148.0,0.0,91.93,,01,52,02
Lake,c9a8c4ca-f1bb-467f-82c4-0999294af8fc,Định Bình,Kôn - Hà Thanh,Gia Lai,2025-11-17 23:55,81.4,Len,,,,,,,,108.76481494105249,14.204366335936298,110.963211,226.13,49.07,,0.0,91.93,,01,52,02
Lake,c9a8c4ca-f1bb-467f-82c4-0999294af8fc,Định Bình,Kôn - Hà Thanh,Gia Lai,2025-11-18 23:55,83.91,Len,,,,,,,,108.76481494105249,14.204366335936298,134.401611,226.13,59.44,,0.0,91.93,,01,52,02
Lake,c9a8c4ca-f1bb-467f-82c4-0999294af8fc,Định Bình,Kôn - Hà Thanh,Gia Lai,2025-11-19 10:45,86.46,Len,,,,,,,,108.76481494105249,14.204366335936298,161.002075,226.13,71.2,1356.0,0.0,91.93,,01,52,02
Lake,545B2C88-D719-42F1-8663-A1E796F44C14,Ialy,Sê San,Quảng Ngãi,2025-11-14 17:00,514.86,Xuong,,,,,,,,107.8458502256324,14.281037003640876,1029.17,1037.09,99.24,,22.0,515.0,517.86,01,62,04
Lake,545B2C88-D719-42F1-8663-A1E796F44C14,Ialy,Sê San,Quảng Ngãi,2025-11-17 17:00,515.0,BinhThuong,,,,,,,,107.8458502256324,14.281037003640876,1064.58228,1037.09,102.65,,460.0,515.0,517.86,01,62,04
Lake,545B2C88-D719-42F1-8663-A1E796F44C14,Ialy,Sê San,Quảng Ngãi,2025-11-18 17:00,514.99,Len,,,,,,,,107.8458502256324,14.281037003640876,1036.526,1037.09,99.95,,1082.0,515.0,517.86,01,62,04
Lake,545B2C88-D719-42F1-8663-A1E796F44C14,Ialy,Sê San,Quảng Ngãi,2025-11-19 07:00,514.96,Xuong,,,,,,,,107.8458502256324,14.281037003640876,1034.826,1037.09,99.78,,100.0,515.0,517.86,01,62,04
Lake,467D6521-FEAE-40F3-BC73-8E4B0B1F598F,Pleikrông,Sê San,Quảng Ngãi,2025-11-13 19:00,570.0,BinhThuong,,,,,,,,107.85950995539754,14.423421537287576,1048.69,1048.7,100.0,,45.0,570.0,573.4,01,62,04
Lake,467D6521-FEAE-40F3-BC73-8E4B0B1F598F,Pleikrông,Sê San,Quảng Ngãi,2025-11-14 19:00,570.0,BinhThuong,,,,,,,,107.85950995539754,14.423421537287576,1048.69,1048.7,100.0,,53.0,570.0,573.4,01,62,04
Lake,467D6521-FEAE-40F3-BC73-8E4B0B1F598F,Pleikrông,Sê San,Quảng Ngãi,2025-11-15 19:00,569.97,BinhThuong,,,,,,,,107.85950995539754,14.423421537287576,1047.17688,1048.7,99.85,,13.0,570.0,573.4,01,62,04
Lake,467D6521-FEAE-40F3-BC73-8E4B0B1F598F,Pleikrông,Sê San,Quảng Ngãi,2025-11-16 19:00,569.99,BinhThuong,,,,,,,,107.85950995539754,14.423421537287576,1048.18555,1048.7,99.95,,53.0,570.0,573.4,01,62,04
Lake,467D6521-FEAE-40F3-BC73-8E4B0B1F598F,Pleikrông,Sê San,Quảng Ngãi,2025-11-17 19:00,569.98,Xuong,,,,,,,,107.85950995539754,14.423421537287576,1047.68115,1048.7,99.9,,97.0,570.0,573.4,01,62,04
Lake,467D6521-FEAE-40F3-BC73-8E4B0B1F598F,Pleikrông,Sê San,Quảng Ngãi,2025-11-18 19:00,569.99,Xuong,,,,,,,,107.85950995539754,14.423421537287576,1048.18555,1048.7,99.95,,485.0,570.0,573.4,01,62,04
Lake,467D6521-FEAE-40F3-BC73-8E4B0B1F598F,Pleikrông,Sê San,Quảng Ngãi,2025-11-19 07:00,569.95,Xuong,,,,,,,,107.85950995539754,14.423421537287576,1046.17114,1048.7,99.76,,237.0,570.0,573.4,01,62,04
Lake,53e42d94-1faa-4029-93f0-739f8f5da487,SeSan4,Sê San,Gia Lai,2025-11-13 19:00,214.5,BinhThuong,,,,,,,,107.65974261063823,14.080062409993248,866.920044,893.3,97.05,,224.0,215.0,217.86,01,64,04
Lake,53e42d94-1faa-4029-93f0-739f8f5da487,SeSan4,Sê San,Gia Lai,2025-11-14 19:00,214.5,BinhThuong,,,,,,,,107.65974261063823,14.080062409993248,866.920044,893.3,97.05,,224.0,215.0,217.86,01,64,04
Lake,53e42d94-1faa-4029-93f0-739f8f5da487,SeSan4,Sê San,Gia Lai,2025-11-15 19:00,214.5,BinhThuong,,,,,,,,107.65974261063823,14.080062409993248,866.920044,893.3,97.05,,224.0,215.0,217.86,01,64,04
Lake,53e42d94-1faa-4029-93f0-739f8f5da487,SeSan4,Sê San,Gia Lai,2025-11-16 19:00,214.5,BinhThuong,,,,,,,,107.65974261063823,14.080062409993248,866.920044,893.3,97.05,,336.0,215.0,217.86,01,64,04
Lake,53e42d94-1faa-4029-93f0-739f8f5da487,SeSan4,Sê San,Gia Lai,2025-11-17 19:00,214.5,BinhThuong,,,,,,,,107.65974261063823,14.080062409993248,866.920044,893.3,97.05,,896.0,215.0,217.86,01,64,04
Lake,53e42d94-1faa-4029-93f0-739f8f5da487,SeSan4,Sê San,Gia Lai,2025-11-18 19:00,214.5,BinhThuong,,,,,,,,107.65974261063823,14.080062409993248,866.920044,893.3,97.05,,2341.0,215.0,217.86,01,64,04
Lake,53e42d94-1faa-4029-93f0-739f8f5da487,SeSan4,Sê San,Gia Lai,2025-11-19 07:00,214.5,BinhThuong,,,,,,,,107.65974261063823,14.080062409993248,866.920044,893.3,97.05,,1605.0,215.0,217.86,01,64,04
Lake,4006E5A9-4E5A-4A46-AC19-35F1233E6B4A,Thượng Kon Tum,Sê San,Quảng Ngãi,2025-11-13 13:00,1159.29,Len,,,,,,,,,,141.28154,145.5,97.1,40.44,10.41,1160.0,,01,62,04
Lake,4006E5A9-4E5A-4A46-AC19-35F1233E6B4A,Thượng Kon Tum,Sê San,Quảng Ngãi,2025-11-14 07:00,1159.41,Len,,,,,,,,,,141.99791,145.5,97.59,44.99,10.41,1160.0,,01,62,04
Lake,4006E5A9-4E5A-4A46-AC19-35F1233E6B4A,Thượng Kon Tum,Sê San,Quảng Ngãi,2025-11-15 19:00,1159.62,Len,,,,,,,,,,143.251373,145.5,98.45,44.2,10.41,1160.0,,01,62,04
Lake,4006E5A9-4E5A-4A46-AC19-35F1233E6B4A,Thượng Kon Tum,Sê San,Quảng Ngãi,2025-11-16 20:00,1158.97,Xuong,,,,,,,,,,139.370728,145.5,95.79,158.61,242.9,1160.0,,01,62,04
Lake,4006E5A9-4E5A-4A46-AC19-35F1233E6B4A,Thượng Kon Tum,Sê San,Quảng Ngãi,2025-11-17 20:00,1157.76,Xuong,,,,,,,,,,132.147263,145.5,90.82,197.91,282.2,1160.0,,01,62,04
Lake,4006E5A9-4E5A-4A46-AC19-35F1233E6B4A,Thượng Kon Tum,Sê San,Quảng Ngãi,2025-11-18 23:00,1158.63,Xuong,,,,,,,,,,137.341125,145.5,94.39,275.2,347.0,1160.0,,01,62,04
Lake,4006E5A9-4E5A-4A46-AC19-35F1233E6B4A,Thượng Kon Tum,Sê San,Quảng Ngãi,2025-11-19 10:00,1158.1,Len,,,,,,,,,,134.176849,145.5,92.22,445.49,395.58,1160.0,,01,62,04
Lake,929f34bb-4d88-4364-8882-4099e75bcfd5,Nước Trong,Trà Khúc,Quảng Ngãi,2025-11-13 23:55,122.407,BinhThuong,,,,,,,,108.42737198887818,15.07574413646631,214.081131,289.5,73.95,63.94806,55.21,129.5,130.0,01,51,05
Lake,929f34bb-4d88-4364-8882-4099e75bcfd5,Nước Trong,Trà Khúc,Quảng Ngãi,2025-11-14 23:55,122.511,Xuong,,,,,,,,108.42737198887818,15.07574413646631,215.108688,289.5,74.3,50.2711067,55.13,129.5,130.0,01,51,05
Lake,929f34bb-4d88-4364-8882-4099e75bcfd5,Nước Trong,Trà Khúc,Quảng Ngãi,2025-11-15 23:55,120.828,Xuong,,,,,,,,108.42737198887818,15.07574413646631,198.480667,289.5,68.56,85.54285,150.13,129.5,130.0,01,51,05
Lake,929f34bb-4d88-4364-8882-4099e75bcfd5,Nước Trong,Trà Khúc,Quảng Ngãi,2025-11-16 23:55,120.816,Len,,,,,,,,108.42737198887818,15.07574413646631,198.3621,289.5,68.52,442.124847,288.41,129.5,130.0,01,51,05
Lake,929f34bb-4d88-4364-8882-4099e75bcfd5,Nước Trong,Trà Khúc,Quảng Ngãi,2025-11-17 23:55,121.777,Xuong,,,,,,,,108.42737198887818,15.07574413646631,207.856766,289.5,71.8,219.178741,198.0,129.5,130.0,01,51,05
